Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Rating
215,Rio de Janeiro,06/27/2023,07/18/2023,21.0,Jeffrey Wilson,46.0,Female,Moroccan,Riad,639,Flight,591,4
216,"Sydney, Aus",11/17/2023,11/25/2023,8.0,Samantha Wood,20.0,Male,Canadian,Villa,2452,Subway,1204,1
217,"Honolulu, Hawaii",02/26/2024,03/02/2024,5.0,Sydney Ellis,52.0,Other,USA,Riad,1285,Train,278,5
218,Italy,05/22/2024,06/03/2024,12.0,Jenna Hayes,70.0,Male,China,Hostel,1306,Plane,572,3
219,"Phuket, Thai",03/10/2025,03/21/2025,11.0,Lisa Delgado,59.0,Female,Hong Kong,Riad,1165,Airplane,210,4
220,"Vancouver, Canada",09/16/2023,09/27/2023,11.0,Taylor Brown,41.0,Other,USA,Villa,1256,Car,783,5
221,"Berlin, Germany",01/02/2025,01/16/2025,14.0,Arthur Walker,56.0,Male,Australian,Guesthouse,2461,Car rental,362,4
222,Dubai,10/22/2024,11/03/2024,12.0,Kenneth Stuart,57.0,Male,Scottish,Resort,2736,Plane,899,5
223,Italy,04/26/2023,05/15/2023,19.0,Andrea Wilcox,42.0,Other,Moroccan,Hotel,1936,Car,912,5
224,Bangkok,02/13/2025,03/06/2025,21.0,Stephanie Medina,30.0,Female,USA,Riad,1370,Car rental,186,3
225,"New York, USA",07/22/2023,07/28/2023,6.0,Brian Duffy,43.0,Female,Vietnamese,Hostel,2960,Ferry,1386,4
226,"Rome, Italy",08/18/2023,09/03/2023,16.0,David Cuevas,37.0,Other,Australian,Resort,2419,Bus,542,4
227,France,03/19/2025,04/04/2025,16.0,Kevin Patrick,61.0,Female,Cambodia,Villa,1770,Car,660,4
228,Dubai,11/19/2024,12/08/2024,19.0,Cynthia Burns,56.0,Female,German,Villa,2535,Train,809,3
229,"Bangkok, Thailand",10/11/2023,10/26/2023,15.0,Brittany Smith,36.0,Female,United Kingdom,Hostel,803,Subway,1002,5
230,"Bangkok, Thailand",12/18/2024,12/30/2024,12.0,Dr. Kathy Ross,37.0,Other,Italian,Airbnb,1514,Subway,618,5
231,Egypt,07/02/2023,07/18/2023,16.0,Hannah Johnson,54.0,Female,Scottish,Villa,2810,Car rental,856,4
232,"Rome, Italy",05/06/2024,05/21/2024,15.0,Scott Woods,55.0,Female,French,Resort,1753,Subway,922,3
233,"Rio de Janeiro, Brazil",06/30/2023,07/17/2023,17.0,Jacob Wood,50.0,Female,British,Hostel,1261,Subway,919,4
234,Mexico,03/31/2025,04/09/2025,9.0,Philip Valencia,37.0,Other,South African,Resort,1772,Train,1024,5
235,"Bangkok, Thai",07/15/2024,07/23/2024,8.0,Brian Barnett,26.0,Other,Brazilian,Hostel,1953,Airplane,1362,3
236,Rio de Janeiro,03/08/2025,03/17/2025,9.0,Travis Lewis,20.0,Other,UK,Riad,1651,Ferry,1206,4
237,"Berlin, Germany",04/25/2023,04/30/2023,5.0,Kimberly May,29.0,Other,Spain,Airbnb,2199,Flight,1291,2
238,"Sydney, Australia",10/17/2024,10/25/2024,8.0,Daniel Frederick,67.0,Male,Spanish,Hostel,357,Flight,1158,5
239,New York,06/20/2023,06/23/2023,3.0,Danielle Webb,19.0,Female,Spain,Airbnb,825,Bus,1450,3
240,"Sydney, Aus",07/08/2024,07/24/2024,16.0,Todd Garrett,69.0,Female,Australian,Vacation rental,2252,Plane,542,5
241,"Sydney, AUS",04/16/2024,04/29/2024,13.0,Garrett Flynn,49.0,Male,Spain,Riad,2006,Airplane,248,5
242,"London, UK",03/01/2024,03/20/2024,19.0,Derek Alexander,45.0,Male,Hong Kong,Airbnb,596,Train,449,3
243,Australia,12/21/2024,01/02/2025,12.0,Jennifer Wright,45.0,Female,Cambodia,Resort,604,Subway,291,3
244,Tokyo,06/17/2024,06/25/2024,8.0,Michael Wilson,52.0,Male,Dutch,Hotel,2728,Subway,815,4
245,Amsterdam,05/20/2023,06/08/2023,19.0,Heather Phillips,45.0,Other,UK,Resort,351,Car,1040,3
246,"London, UK",10/19/2024,10/22/2024,3.0,David Williams,56.0,Female,Italy,Airbnb,2135,Car rental,1034,4
247,"Berlin, Germany",05/17/2023,05/29/2023,12.0,Jimmy Fisher,55.0,Other,Mexican,Villa,1760,Train,107,5
248,"London, UK",07/02/2024,07/19/2024,17.0,Gregory Benson,64.0,Female,German,Hotel,1954,Bus,563,4
249,Cape Town,04/23/2023,04/26/2023,3.0,Jose Robinson,41.0,Female,Brazil,Vacation rental,2575,Airplane,1218,4
250,Brazil,03/22/2024,03/26/2024,4.0,Jennifer Knight,23.0,Female,South Korea,Airbnb,1324,Car,209,5
251,New York,07/13/2023,07/28/2023,15.0,Tammy Johnson,57.0,Male,German,Villa,351,Ferry,684,5
252,"Bali, Indonesia",10/31/2024,11/15/2024,15.0,Cynthia Rosario,63.0,Other,Taiwanese,Guesthouse,1162,Subway,150,2
253,Barcelona,02/14/2025,03/06/2025,20.0,Travis Mcconnell,67.0,Female,United Arab Emirates,Resort,2568,Flight,148,3
254,"Auckland, New Zealand",09/28/2024,10/18/2024,20.0,Jason Peck,18.0,Male,German,Airbnb,989,Bus,999,3
255,"London, UK",04/04/2025,04/18/2025,14.0,David Hodge,68.0,Female,Emirati,Vacation rental,1230,Airplane,1075,3
256,Paris,04/09/2025,04/28/2025,19.0,David Snyder,31.0,Female,Korean,Airbnb,1478,Ferry,238,3
257,Hawaii,10/04/2023,10/21/2023,17.0,Joseph Holland,33.0,Male,Italy,Riad,1707,Subway,635,1
258,"London, UK",10/20/2024,11/04/2024,15.0,James Clayton,58.0,Female,Moroccan,Hostel,849,Bus,739,5
259,Mexico,11/04/2023,11/08/2023,4.0,Angela Robertson,69.0,Male,Australian,Guesthouse,1861,Flight,532,3
260,"Bangkok, Thai",04/05/2024,04/17/2024,12.0,Barbara Brock,25.0,Male,French,Resort,2111,Car,1195,2
261,"New York, USA",11/01/2024,11/21/2024,20.0,Nicholas Cooper,46.0,Male,United Kingdom,Riad,998,Airplane,1040,4
262,Rio de Janeiro,02/03/2025,02/18/2025,15.0,Heather Jones,33.0,Male,Brazilian,Vacation rental,1305,Car,505,3
263,"Sydney, Aus",12/05/2023,12/26/2023,21.0,Susan Herring,56.0,Other,United Arab Emirates,Airbnb,450,Train,307,4
264,"Amsterdam, Netherlands",08/02/2023,08/16/2023,14.0,Cody Bautista,34.0,Female,South African,Guesthouse,2379,Car rental,1186,5
265,London,05/24/2024,06/09/2024,16.0,Ricky Blackwell,64.0,Other,South African,Hostel,2584,Airplane,1158,5
266,"Berlin, Germany",08/18/2023,08/31/2023,13.0,Brooke Brown,26.0,Other,Singapore,Airbnb,352,Train,864,4
267,"Sydney, AUS",03/24/2024,04/08/2024,15.0,Todd Taylor,70.0,Male,United Arab Emirates,Villa,2612,Train,458,3
268,"Cape Town, South Africa",02/08/2024,02/20/2024,12.0,Christina Guzman,55.0,Male,New Zealander,Villa,2937,Subway,1423,1
269,Canada,06/28/2024,07/16/2024,18.0,Mr. Gavin Norton,36.0,Other,United Kingdom,Airbnb,2946,Subway,680,5
270,Phnom Penh,06/11/2023,06/16/2023,5.0,Kimberly Washington,69.0,Male,Italian,Hostel,1244,Car rental,647,5
271,"Rome, Italy",11/08/2023,11/13/2023,5.0,Eric Travis,25.0,Male,Moroccan,Riad,344,Flight,707,2
272,"New York, USA",12/04/2023,12/19/2023,15.0,Alicia Huang,21.0,Other,United Arab Emirates,Riad,2357,Airplane,714,4
273,"Paris, France",12/22/2023,01/08/2024,17.0,Robert Dean,51.0,Other,South African,Villa,896,Bus,854,5
274,"Sydney, Australia",04/02/2025,04/13/2025,11.0,Melissa Burton,58.0,Male,Brazil,Hostel,2325,Bus,370,5
275,Bangkok,01/08/2025,01/28/2025,20.0,Melanie Ryan,37.0,Male,Scottish,Riad,1942,Train,233,4
276,Egypt,02/26/2024,03/11/2024,14.0,Joe Arias,41.0,Other,Korean,Vacation rental,1945,Car rental,366,4
277,France,10/23/2023,11/02/2023,10.0,Bradley Villa,41.0,Other,UK,Villa,2191,Ferry,1410,4
278,Sydney,04/26/2023,05/13/2023,17.0,Tiffany Thompson,44.0,Male,Dutch,Guesthouse,410,Airplane,1043,4
279,Amsterdam,02/27/2025,03/02/2025,3.0,Sheila Bowers,39.0,Female,Moroccan,Riad,1354,Airplane,948,5
280,"Rio de Janeiro, Brazil",08/31/2023,09/03/2023,3.0,Donald Rogers,62.0,Other,Cambodia,Vacation rental,1681,Subway,501,4
281,"Bangkok, Thai",08/24/2023,09/01/2023,8.0,Casey Ruiz,45.0,Male,China,Airbnb,2790,Car rental,267,4
282,"Rome, Italy",11/10/2024,11/27/2024,17.0,Elizabeth Barker,43.0,Female,Italy,Airbnb,543,Subway,1315,2
283,Santorini,11/05/2023,11/18/2023,13.0,Robert Dyer,27.0,Female,China,Guesthouse,2182,Car rental,442,3
284,Spain,11/30/2024,12/07/2024,7.0,Jacob White,39.0,Male,Brazilian,Riad,2620,Plane,903,5
285,Greece,03/16/2024,04/02/2024,17.0,Susan York,21.0,Other,Australian,Villa,1963,Car rental,1029,3
286,"Vancouver, Canada",02/03/2025,02/15/2025,12.0,Jason Schmidt,34.0,Other,Indian,Hotel,636,Subway,767,5
287,Australia,09/03/2023,09/16/2023,13.0,Crystal Martinez,19.0,Female,South Korea,Villa,1286,Ferry,1034,4
288,Australia,08/11/2023,09/01/2023,21.0,Natalie Brooks,52.0,Male,Brazilian,Guesthouse,589,Airplane,816,1
289,Cape Town,12/07/2024,12/17/2024,10.0,Joseph Cook,41.0,Male,Indian,Riad,420,Car rental,367,5
290,"Rio de Janeiro, Brazil",10/07/2023,10/22/2023,15.0,Mrs. Linda Gomez,27.0,Other,Singapore,Riad,995,Flight,355,3
291,"Auckland, New Zealand",01/07/2024,01/20/2024,13.0,Lori Thompson,42.0,Female,United Arab Emirates,Guesthouse,1820,Car,546,3
292,"Berlin, Germany",05/30/2024,06/05/2024,6.0,Pam Richardson,61.0,Male,Spain,Hostel,2062,Car,835,2
293,"Rio de Janeiro, Brazil",07/01/2023,07/08/2023,7.0,John Harris,70.0,Female,Japan,Hotel,398,Bus,1212,2
294,"New York, USA",09/08/2024,09/25/2024,17.0,Henry Sanders,44.0,Female,Canada,Airbnb,2663,Subway,503,2
295,"Auckland, New Zealand",04/18/2025,05/09/2025,21.0,Mr. Justin Alvarez,22.0,Male,South Korean,Hostel,2873,Subway,1242,4
296,Santorini,08/21/2024,09/03/2024,13.0,Terri Clarke,47.0,Other,Taiwan,Vacation rental,1717,Ferry,485,5
297,"Sydney, Aus",06/25/2024,07/01/2024,6.0,Jessica Richardson,56.0,Female,Emirati,Guesthouse,921,Car rental,589,3
298,"Paris, France",10/20/2023,11/10/2023,21.0,Kathleen Estes,37.0,Female,Spain,Hotel,1244,Bus,367,5
299,"Bangkok, Thailand",08/30/2024,09/17/2024,18.0,Timothy Orr,20.0,Other,Singapore,Guesthouse,419,Car,208,5
300,"Edinburgh, Scotland",02/23/2025,03/10/2025,15.0,John Wilson,20.0,Male,Italy,Hotel,1167,Train,877,2
301,"New York City, USA",11/27/2023,12/14/2023,17.0,Brian Maxwell,39.0,Male,Emirati,Hotel,682,Bus,1099,3
302,Phuket,09/07/2024,09/24/2024,17.0,John Johnson,48.0,Female,Singapore,Guesthouse,811,Flight,462,2
303,Hawaii,10/18/2023,10/30/2023,12.0,Kristen Padilla,46.0,Male,China,Resort,1025,Car rental,251,4
304,Phnom Penh,06/07/2024,06/28/2024,21.0,Joel Norris,69.0,Female,Dutch,Resort,2279,Car rental,712,5
305,Hawaii,07/12/2024,07/27/2024,15.0,Kimberly Williams,41.0,Other,Vietnamese,Villa,2734,Flight,1066,4
306,"New York, USA",03/23/2024,04/07/2024,15.0,Amy Davenport,67.0,Other,Moroccan,Hostel,2950,Bus,769,3
307,Mexico,08/24/2024,08/31/2024,7.0,Amanda Rodriguez,21.0,Male,UK,Resort,2372,Bus,688,5
308,Canada,08/30/2023,09/11/2023,12.0,Christopher King,51.0,Other,Canadian,Airbnb,1893,Car rental,105,5
309,Bali,01/29/2024,02/06/2024,8.0,Tracy Alexander,28.0,Other,Japanese,Villa,2538,Airplane,909,4
310,"Sydney, Australia",11/30/2024,12/17/2024,17.0,Amanda Smith,64.0,Male,British,Vacation rental,2427,Ferry,1333,5
311,"Los Angeles, USA",10/23/2023,11/09/2023,17.0,Regina Wilson,48.0,Other,China,Vacation rental,872,Subway,1220,3
312,"Seoul, South Korea",07/03/2023,07/10/2023,7.0,Nicole Garcia,37.0,Female,Taiwan,Guesthouse,1370,Ferry,1059,5
313,Brazil,04/12/2024,04/29/2024,17.0,Mrs. Mary Allison,70.0,Other,Brazil,Airbnb,1653,Flight,474,4
314,"Honolulu, Hawaii",01/23/2025,02/07/2025,15.0,Sandra Gallagher,34.0,Male,American,Riad,2915,Car rental,1322,5
315,"Tokyo, Japan",07/09/2024,07/24/2024,15.0,Rebecca Hampton,53.0,Male,Mexican,Airbnb,1100,Train,876,5
316,"Rio de Janeiro, Brazil",03/19/2025,03/30/2025,11.0,Emily Collins,45.0,Male,Vietnamese,Riad,845,Car,1474,4
317,Bangkok,01/06/2025,01/24/2025,18.0,Jessica Smith,24.0,Male,South Korean,Resort,1222,Car rental,1261,5
318,"Berlin, Germany",08/31/2023,09/13/2023,13.0,Ebony Forbes,65.0,Other,American,Villa,1323,Car,1415,4
319,"Rome, Italy",07/30/2023,08/13/2023,14.0,Katie Hernandez,24.0,Male,South Korea,Airbnb,1314,Airplane,1176,5
320,"Dubai, United Arab Emirates",04/24/2024,04/29/2024,5.0,Kimberly Russell,32.0,Female,Cambodia,Guesthouse,2971,Ferry,653,3
321,Italy,09/25/2024,09/28/2024,3.0,Jill Chapman,46.0,Other,Chinese,Airbnb,1291,Train,954,4
322,Hawaii,03/02/2025,03/14/2025,12.0,Monica Lopez,65.0,Other,Chinese,Resort,1869,Bus,428,5
323,"Sydney, AUS",05/18/2024,05/29/2024,11.0,Patrick Gilmore,57.0,Female,United Kingdom,Villa,1379,Airplane,175,3
324,Australia,06/23/2023,06/28/2023,5.0,Jennifer Rodriguez,54.0,Other,Scottish,Guesthouse,2829,Plane,610,4
325,Brazil,03/27/2024,04/02/2024,6.0,Nancy Brown,19.0,Other,Canada,Hostel,1128,Train,1087,5
326,Japan,09/03/2024,09/19/2024,16.0,Debra Davis,65.0,Other,Vietnamese,Riad,767,Ferry,561,4
327,Hawaii,03/29/2025,04/06/2025,8.0,Denise Tran,51.0,Male,New Zealander,Villa,675,Plane,613,4
328,"Cape Town, SA",03/08/2024,03/22/2024,14.0,Joseph Buchanan,57.0,Other,Taiwan,Vacation rental,1291,Flight,378,4
329,"Honolulu, Hawaii",04/01/2025,04/16/2025,15.0,Tammy Daniels,51.0,Male,Emirati,Airbnb,676,Car,561,4
330,Tokyo,10/12/2023,10/16/2023,4.0,Nicholas Edwards,19.0,Male,Canadian,Vacation rental,1876,Plane,705,2
331,"Rio de Janeiro, Brazil",11/17/2024,11/30/2024,13.0,Jennifer Carson,55.0,Male,United Arab Emirates,Hotel,2245,Subway,1126,2
332,"Amsterdam, Netherlands",07/21/2024,08/01/2024,11.0,John Shaw,42.0,Male,United Arab Emirates,Riad,656,Bus,1292,2
333,Sydney,05/08/2023,05/29/2023,21.0,Jacob Taylor,20.0,Female,Vietnamese,Villa,835,Plane,933,4
334,Greece,04/27/2023,05/06/2023,9.0,Emily Williams,65.0,Female,Hong Kong,Resort,2344,Bus,482,4
335,Phuket,05/27/2024,06/08/2024,12.0,Ariana Newman,46.0,Male,Taiwanese,Guesthouse,2052,Ferry,808,3
336,"Seoul, South Korea",12/15/2023,12/23/2023,8.0,Tanner Paul,59.0,Male,Singapore,Hotel,2269,Ferry,744,2
337,"Los Angeles, USA",03/15/2025,03/21/2025,6.0,Ronald Moore,66.0,Female,Taiwanese,Villa,1669,Flight,1058,5
338,"Auckland, New Zealand",12/18/2024,12/24/2024,6.0,Cheryl Pennington,26.0,Male,Canada,Guesthouse,1863,Car rental,474,5
339,"Barcelona, Spain",06/04/2024,06/23/2024,19.0,Teresa Gardner,33.0,Other,Singapore,Riad,564,Train,274,5
340,"Honolulu, Hawaii",09/17/2023,10/03/2023,16.0,Joseph Mckenzie,58.0,Female,South Korea,Hotel,2687,Airplane,890,5
341,"Sydney, Aus",01/14/2024,01/22/2024,8.0,Cody Casey,23.0,Other,Brazilian,Resort,2266,Plane,984,5
342,"Dubai, United Arab Emirates",07/06/2023,07/23/2023,17.0,Michael Gonzalez,27.0,Male,Emirati,Villa,1134,Train,145,2
343,France,02/16/2025,02/28/2025,12.0,Matthew Fischer,48.0,Male,South Korea,Resort,1240,Car rental,247,3
344,London,12/04/2024,12/13/2024,9.0,Amanda Hernandez,57.0,Male,Vietnamese,Airbnb,2822,Plane,702,2
345,"Rio de Janeiro, Brazil",01/10/2024,01/27/2024,17.0,Steven Cole,19.0,Other,USA,Villa,1597,Flight,128,4
346,"Phuket, Thailand",02/16/2024,03/08/2024,21.0,Mr. Thomas Tapia,55.0,Other,Australian,Riad,1733,Train,168,2
347,Tokyo,03/17/2024,03/29/2024,12.0,Andrea Mccarthy,58.0,Other,UK,Guesthouse,2641,Ferry,954,5
348,"Vancouver, Canada",02/15/2025,03/05/2025,18.0,Samantha Myers,34.0,Female,Spanish,Vacation rental,1437,Subway,1174,5
349,France,12/06/2024,12/22/2024,16.0,Scott Parks,59.0,Other,British,Airbnb,1817,Subway,725,5
350,"Edinburgh, Scotland",10/22/2023,11/06/2023,15.0,Mario Frazier,25.0,Male,Cambodia,Riad,705,Car,119,4
351,"Sydney, Aus",06/05/2024,06/24/2024,19.0,Michael Thomas,41.0,Other,Japan,Hostel,908,Ferry,811,1
352,"Amsterdam, Netherlands",08/06/2023,08/22/2023,16.0,Matthew Hill,60.0,Male,USA,Vacation rental,2034,Car rental,223,3
353,Sydney,09/25/2023,10/14/2023,19.0,Andrew Marquez,61.0,Female,Canadian,Riad,974,Flight,334,5
354,Japan,03/25/2024,04/01/2024,7.0,Shannon Anderson,25.0,Male,Mexican,Guesthouse,2489,Car,376,4
355,"Rome, Italy",07/16/2023,07/29/2023,13.0,Alyssa Knight,40.0,Other,Greece,Villa,2018,Subway,1215,5
356,"New York City, USA",07/31/2023,08/16/2023,16.0,Elizabeth Murphy,53.0,Male,Cambodia,Airbnb,1839,Bus,592,3
357,"New York City, USA",01/22/2024,02/01/2024,10.0,Caleb Mcmahon,32.0,Female,Spain,Riad,2121,Car rental,1315,5
358,Paris,09/06/2023,09/11/2023,5.0,Lisa Hansen,67.0,Other,Germany,Riad,2681,Car,216,4
359,Egypt,02/18/2025,03/02/2025,12.0,Jean Williams,52.0,Other,South African,Hotel,1271,Car,1469,5
360,Phuket,05/26/2024,06/03/2024,8.0,Andrew Ramos,48.0,Other,Canadian,Hostel,1249,Bus,1414,5
361,"Honolulu, Hawaii",03/25/2024,04/14/2024,20.0,Christian Olson,59.0,Female,New Zealander,Vacation rental,1156,Car rental,174,3
362,"Edinburgh, Scotland",10/10/2024,10/21/2024,11.0,Carmen Sanchez,34.0,Male,British,Riad,1851,Car rental,410,2
363,Rome,03/13/2025,03/29/2025,16.0,Robert Oneal,52.0,Male,Italy,Hotel,1843,Subway,616,4
364,Dubai,11/22/2024,12/10/2024,18.0,Amy Morton,47.0,Male,Indonesian,Vacation rental,2097,Car,580,1
365,"Barcelona, Spain",07/17/2024,07/28/2024,11.0,Aaron Fitzgerald,61.0,Other,United Kingdom,Riad,1761,Subway,1427,1
366,London,09/27/2024,10/14/2024,17.0,Mary Baker,40.0,Other,Singapore,Riad,2038,Car rental,769,4
367,Egypt,02/27/2025,03/08/2025,9.0,Cindy Gomez,56.0,Male,Mexican,Guesthouse,535,Bus,171,1
368,"New York City, USA",10/04/2024,10/21/2024,17.0,Amber Caldwell,40.0,Other,Italy,Villa,660,Airplane,1051,4
369,Australia,04/03/2024,04/19/2024,16.0,Harold Cox,43.0,Female,Hong Kong,Vacation rental,1434,Bus,1419,3
370,"Bangkok, Thai",07/29/2023,08/17/2023,19.0,David Wright,19.0,Male,Spain,Hotel,1843,Ferry,1210,2
371,"Bali, Indonesia",02/21/2025,03/10/2025,17.0,Ana Wilson,54.0,Female,Brazilian,Villa,2647,Car rental,1342,2
372,Mexico,06/24/2023,07/10/2023,16.0,Andre Wells,67.0,Male,Dutch,Villa,2019,Subway,1327,5
373,Tokyo,10/11/2024,10/20/2024,9.0,Eric Brown,18.0,Male,South Korea,Hotel,918,Ferry,1105,4
374,"Cancun, Mexico",10/23/2024,11/09/2024,17.0,Monica Stanley,18.0,Male,Canada,Riad,1470,Bus,148,4
375,"Cape Town, South Africa",03/23/2025,04/09/2025,17.0,Jenny Rocha,57.0,Male,Mexican,Hotel,1972,Plane,1237,4
376,"Honolulu, Hawaii",10/31/2023,11/10/2023,10.0,Mary Harvey,64.0,Female,Canada,Hostel,1468,Car rental,865,3
377,"Berlin, Germany",12/16/2024,12/23/2024,7.0,Ernest Wood,68.0,Male,South African,Villa,2646,Bus,1022,2
378,"Cape Town, SA",10/04/2023,10/19/2023,15.0,Madeline Dean,39.0,Female,Chinese,Hostel,532,Bus,1259,2
379,Mexico,03/23/2025,03/31/2025,8.0,Patty Howell,70.0,Other,Dutch,Villa,1934,Ferry,1288,1
380,Sydney,04/15/2024,04/20/2024,5.0,Daniel Ryan,24.0,Female,American,Villa,2696,Car,735,5
381,"Phuket, Thai",08/26/2023,09/12/2023,17.0,Larry Mccann,22.0,Other,Australian,Vacation rental,2105,Flight,545,4
382,"Phuket, Thai",08/08/2023,08/15/2023,7.0,Melissa Austin,68.0,Other,British,Riad,1784,Airplane,430,5
383,Rio de Janeiro,03/14/2025,03/19/2025,5.0,Jeffery Schwartz,64.0,Female,Brazilian,Airbnb,941,Flight,1176,5
384,"Cape Town, SA",03/27/2025,04/16/2025,20.0,Amy Scott,42.0,Female,Singapore,Guesthouse,1246,Car,565,5
385,Phnom Penh,06/23/2024,06/30/2024,7.0,Cynthia Castaneda,40.0,Female,Moroccan,Guesthouse,2088,Plane,1399,4
386,Australia,08/18/2024,08/30/2024,12.0,Deanna Williams,63.0,Other,Taiwanese,Hostel,989,Train,884,3
387,Hawaii,07/01/2024,07/10/2024,9.0,Robert Lawrence,34.0,Male,Greece,Hostel,895,Car rental,292,3
388,Amsterdam,04/20/2025,05/10/2025,20.0,Jeremiah Anderson,69.0,Female,South African,Resort,875,Flight,333,5
389,Seoul,12/12/2024,12/27/2024,15.0,John Hernandez,52.0,Other,United Arab Emirates,Guesthouse,2567,Airplane,836,4
390,"Tokyo, Japan",03/07/2025,03/25/2025,18.0,Jennifer Potts,49.0,Male,Spain,Hostel,883,Subway,1429,1
391,"Dubai, United Arab Emirates",03/26/2024,03/30/2024,4.0,Wayne Lopez,28.0,Male,Singapore,Villa,2066,Flight,1339,4
392,"Cancun, Mexico",03/23/2024,03/26/2024,3.0,Kelly Dyer,42.0,Other,United Arab Emirates,Villa,1943,Airplane,332,3
393,"Phuket, Thai",10/04/2023,10/11/2023,7.0,Amber Johnson,19.0,Female,Canadian,Hotel,1224,Car rental,237,3
394,Sydney,10/02/2023,10/13/2023,11.0,Kevin Jackson,60.0,Other,German,Hostel,498,Car,836,3
395,Hawaii,10/27/2023,11/12/2023,16.0,Angela Frost,59.0,Male,Brazil,Resort,1048,Flight,1356,4
396,Mexico,07/30/2023,08/15/2023,16.0,Derrick Cuevas,40.0,Female,Japanese,Resort,2670,Car rental,578,1
397,"Cape Town, SA",04/07/2025,04/12/2025,5.0,Peter Ford,19.0,Male,China,Guesthouse,2268,Airplane,577,3
398,Rio de Janeiro,08/17/2023,08/25/2023,8.0,Tiffany Richardson,32.0,Other,United Kingdom,Vacation rental,2257,Plane,1395,4
399,"Rome, Italy",12/28/2024,01/01/2025,4.0,Debbie Green,69.0,Male,Scottish,Resort,2601,Car rental,1051,3
400,Cape Town,05/29/2023,06/17/2023,19.0,Rachel Reed,26.0,Male,Moroccan,Villa,2668,Car rental,127,4
401,"Cape Town, South Africa",06/16/2024,07/04/2024,18.0,Marie Osborn,56.0,Female,Indian,Resort,2758,Plane,1031,4
402,Greece,10/16/2023,10/24/2023,8.0,Audrey Vaughan DDS,60.0,Other,Japanese,Airbnb,2226,Subway,1091,5
403,"Rio de Janeiro, Brazil",12/16/2023,12/25/2023,9.0,Robert Mcdaniel,43.0,Male,Taiwanese,Hostel,2995,Flight,1253,4
404,"Auckland, New Zealand",09/16/2024,09/30/2024,14.0,Jason Moore,65.0,Male,China,Hostel,798,Flight,493,3
405,"Marrakech, Morocco",11/30/2024,12/09/2024,9.0,Mary Houston,44.0,Male,Emirati,Hostel,1027,Train,1333,5
406,Amsterdam,01/27/2024,02/09/2024,13.0,James Miller,35.0,Other,Spain,Vacation rental,1425,Subway,821,3
407,Hawaii,12/13/2023,12/21/2023,8.0,Gina Brown,70.0,Other,Chinese,Hotel,1927,Plane,282,2
408,"Vancouver, Canada",12/05/2024,12/13/2024,8.0,Jessica Taylor,28.0,Male,Italian,Riad,419,Airplane,1043,4
409,Rome,10/28/2023,11/10/2023,13.0,Laura Jensen,29.0,Other,Taiwan,Airbnb,1152,Ferry,1472,3
410,Canada,03/17/2025,03/22/2025,5.0,William Spence,40.0,Male,UK,Guesthouse,1656,Car rental,603,4
411,Brazil,09/07/2023,09/13/2023,6.0,James Rodriguez,60.0,Male,South Korea,Airbnb,2926,Bus,560,2
412,Brazil,10/21/2023,11/05/2023,15.0,Kelly Davis,24.0,Female,Hong Kong,Vacation rental,1862,Ferry,984,3
413,Cape Town,06/29/2024,07/10/2024,11.0,Thomas Richardson,61.0,Other,USA,Villa,2733,Train,242,4
414,"Rome, Italy",01/15/2024,01/20/2024,5.0,Christy Huerta,34.0,Other,Spain,Guesthouse,1266,Flight,815,4
415,Greece,12/18/2023,12/27/2023,9.0,Peter Davis,24.0,Other,British,Riad,2832,Subway,557,5
416,London,11/06/2024,11/21/2024,15.0,Jennifer Johnson,39.0,Male,China,Resort,1022,Airplane,1260,2
417,Canada,06/10/2024,06/24/2024,14.0,Kimberly Black,70.0,Male,South Korea,Villa,2305,Car rental,1432,5
418,Canada,03/28/2025,04/09/2025,12.0,Sharon Oliver,52.0,Female,Italian,Vacation rental,2856,Car,974,3
419,"Rio de Janeiro, Brazil",09/19/2024,09/22/2024,3.0,Kimberly Church,37.0,Male,Korean,Hostel,2807,Subway,1064,4
420,"Bangkok, Thailand",11/12/2023,11/22/2023,10.0,James Rodriguez,53.0,Other,United Arab Emirates,Airbnb,424,Ferry,1267,3
421,Italy,04/04/2024,04/25/2024,21.0,Mark Patton,33.0,Other,Italian,Villa,2867,Car rental,368,2
422,Santorini,08/11/2023,08/26/2023,15.0,Rhonda Garcia,18.0,Other,Scottish,Vacation rental,1876,Flight,545,3
423,"Cape Town, SA",02/15/2025,03/06/2025,19.0,Carolyn Kent,64.0,Female,Hong Kong,Hotel,2687,Train,925,4
424,"Marrakech, Morocco",09/09/2023,09/13/2023,4.0,Thomas Boone,68.0,Male,South Korea,Resort,396,Bus,404,5
425,"London, UK",01/12/2024,01/27/2024,15.0,Julia Cooper,43.0,Other,UK,Riad,669,Plane,1272,2
426,Italy,01/12/2025,01/22/2025,10.0,Linda Morrison,59.0,Female,Singapore,Hotel,1416,Flight,530,4
427,"Vancouver, Canada",10/16/2023,11/03/2023,18.0,Stephen Moore,50.0,Male,Indian,Riad,2241,Subway,501,4
428,"Dubai, United Arab Emirates",07/26/2023,08/12/2023,17.0,Kristopher Freeman,38.0,Female,Brazil,Vacation rental,1278,Flight,1372,5
